input_text,product,quantity,price_satuan,pattern
"sore iced cafe latte 14 sama es mega mendung sebungkus kak [SEP] oke kak iced cafe latte 14 dan es mega mendung sebungkus, totalnya 15739rb",iced cafe latte & es mega mendung,14 & sebungkus,-1,4
mbak pesen nasi ayam kampung belut pack yang harganya 23rb se-pack loh [SEP] total tagihan 23k untuk nasi ayam kampung belut harga 23rb per item ya,nasi ayam kampung belut,se-pack,23000,2
"mas porsi gede spicy chicken samyang mozarella + sebox nasi goreng smoke beef [SEP] siap kak, spicy chicken samyang mozarella rp 63.000 dan nasi goreng smoke beef 554 ribu, jadi total 617rb ya",spicy chicken samyang mozarella & nasi goreng smoke beef,porsi gede & sebox,-1,4
nasi bebek rica rica copa porsi gede setengah porsi,nasi bebek rica rica copa,porsi gede,-1,2
boleh pesan 21 sop ceker ayam tolong buruan sekarang ya [SEP] pesanan masuk: sop ceker ayam x 31k = 31k,sop ceker ayam,21,31000,2
"beli 7 nasi bebek mumer extra pedas kah [SEP] baik, 99rb ya kak rinciannya nasi bebek mumer harganya 99 ribu",nasi bebek mumer,7,99000,1
aa masih ada nasi ayam asam pedas? kalau ada mau 5 porsi kecil ya min [SEP] oke kak nasi ayam asam pedas harganya 111rb totalnya 111rb,nasi ayam asam pedas,5,111000,2
boleh pesan sepiring bakso kosong pake kotak deh mbak [SEP] oke kak bakso kosong harganya 216k totalnya 216k,bakso kosong,sepiring,216000,2
buatin mie aceh cemek daging pack sepiring dehh [SEP] mie aceh cemek daging 37 ribu ya kak jadi 37 ribu,mie aceh cemek daging,sepiring,37000,1
minta seplastik otot bakwan penyet pake qris ditunggu [SEP] oke kak otot bakwan penyet harganya rp 29000.000 totalnya 29000rb,otot bakwan penyet,seplastik,29000000,1
"budi nasi siobak asin setengah porsi, beneran 38k kan ya min [SEP] total tagihan rp 38.000 untuk nasi siobak asin harga 38k per item ya",nasi siobak asin,setengah porsi,38000,1
buatin nasi chasio porsi kecil dua plastik deh mas [SEP] siap nasi chasio 519rb totalnya rp 519.000 kak,nasi chasio,dua plastik,519000,2
bikinin nasi goreng kampoeng temboeng sebox santai aja bu [SEP] pesanan masuk: nasi goreng kampoeng temboeng x 404 ribu = 404k,nasi goreng kampoeng temboeng,sebox,404000,1
bude bakso ekstra jumbo mekar original pake kotak seporsi siap ditunggu [SEP] oke bakso ekstra jumbo mekar original harga rp 9.000 total rp 9.000 ya kak,bakso ekstra jumbo mekar original,seporsi,9000,2
beli 8 chocotown cha cha cha esnya dikit aja pak [SEP] chocotown cha cha cha 83 ribu ya kak jadi 83.000,chocotown cha cha cha,8,83000,2
"pesan es pop ice coklat sebungkus anter sekarang, oh iya sekalian kari ayam dan misua 18 ya [SEP] noted kak es pop ice coklat sebungkus rp 304.000 sama kari ayam dan misua 18 rp39000rb, total rp 39304.000",es pop ice coklat & kari ayam dan misua,sebungkus & 18,-1,4
"dewi sedus mie ayam katsues nutrisari cincau paket ya bu [SEP] halo kak, pesanan mie ayam katsues nutrisari cincau seharga 202.000 sudah kami proses, total bayar rp202rb",mie ayam katsues nutrisari cincau,sedus,202000,2
wr wb mau 16 susu putih cincau sama 17 ayam kremes terima kasih [SEP] siap. susu putih cincau 19rb & ayam kremes 1000rb. total semuanya 1019 ribu kak,susu putih cincau & ayam kremes,16 & 17,-1,4
"dewi omelette mie mozarella buat acara keluarga 18 dong min [SEP] baik, rp918rb ya kak rinciannya omelette mie mozarella harganya rp918rb",omelette mie mozarella,18,918000,3
"nasi siobak 3 bungkus dan 9 bakso puyuh gan [SEP] oke kak nasi siobak 3 dan bakso puyuh 9, totalnya rp50065rb",nasi siobak & bakso puyuh,3 & 9,-1,4
"mau 21 kwetiau rebus jangan pedes buruan ya [SEP] baik, 86.000 ya kak rinciannya kwetiau rebus harganya 86rb",kwetiau rebus,21,86000,1
"mbak mau 14 kwetiau goreng ahmeds kitchen sama 12 mie nyemek jumbo dong mas [SEP] pesanan: kwetiau goreng ahmeds kitchen rp 13.000, mie nyemek jumbo rp 15.000. Total bayar = rp28rb",kwetiau goreng ahmeds kitchen & mie nyemek jumbo,14 & 12,-1,4
"mbak ayam sambal kemangi tiga botol, beneran rp174rb kan cepet ya [SEP] noted kak ayam sambal kemangi rp174rb totalnya 174rb",ayam sambal kemangi,tiga botol,174000,3
"bungkusin tiga cup bihun sapi lada hitam langsung proses ya yaaa [SEP] halo kak, pesanan bihun sapi lada hitam seharga rp 449.000 sudah kami proses, ttl bayar rp449rb",bihun sapi lada hitam,tiga cup,449000,3
bungkusin 12 ayam empal penyet [SEP] pesanan sedang disiapkan,ayam empal penyet,12,-1,2
22 penyetan bebek nasi pake ojol siap ditunggu [SEP] penyetan bebek nasi rp 110.000 ya kak jadi 110k,penyetan bebek nasi,22,110000,1
pesan 14 pizza molen chicken jangan pedes dulu [SEP] noted kak ditunggu ya,pizza molen chicken,14,-1,3
tolong siapin 7 vanila latte panas tolong buruan deh min [SEP] rincian pesanan: vanila latte panas (407k) jadi 407k ya kak,vanila latte panas,7,407000,1
mau segelas konro tambah dua box nasi ayam potong [SEP] siap. konro 254k & nasi ayam potong 4000k. total semuanya 4254rb kak,konro & nasi ayam potong,segelas & dua box,-1,4
tolong siapin tiga piring es cao coklat jumbo porsi kecil kok [SEP] pesanan masuk: es cao coklat jumbo x rp382rb = rp382rb,es cao coklat jumbo,tiga piring,382000,2
bu nasi padang sepiring cepet ya [SEP] pesanan sedang disiapkan,nasi padang,sepiring,-1,1
"beli setengah mie aceh nyemek daging bumbu pisah loh [SEP] baik, 559.000 ya kak rinciannya mie aceh nyemek daging harganya 559 ribu",mie aceh nyemek daging,setengah,559000,1
mau pesen buat setengah porsi nasi fish n chip pisahin kuahnya ya bang [SEP] rincian pesanan: nasi fish n chip (191 ribu) jadi rp 191.000 ya kak,nasi fish n chip,setengah porsi,191000,2
"pesan brownies cheese lima kotak untuk anak saya, oh iya sekalian oseng ayam asap sambal matah 14 ya [SEP] pesanan: brownies cheese 670 ribu, oseng ayam asap sambal matah rp34000rb. Total bayar = 34670rb",brownies cheese & oseng ayam asap sambal matah,lima kotak & 14,-1,4
indomie telor sambel saluyu 14 level 10 [SEP] noted kak ditunggu ya,indomie telor sambel saluyu,14,-1,3
min dua gelas nasi goreng udang level 10 donggg [SEP] siap kak nasi goreng udang 12k total 12rb ya,nasi goreng udang,dua gelas,12000,2
beli nasi gurame penyet 21000.000 an dua gelas kak [SEP] nasi gurame penyet 21000.000 ya kak jadi 21000 ribu,nasi gurame penyet,dua gelas,21000000,3
"putri nasi urapurap ayam panggang porsi kecil sama nasi penyet terong 8 donggg [SEP] siap kak, nasi urapurap ayam panggang rp 38000.000 dan nasi penyet terong rp 4000.000, jadi total rp 42000.000 ya",nasi urapurap ayam panggang & nasi penyet terong,porsi kecil & 8,-1,4
bikin sekotak nasi sop daging pake qris dong [SEP] siap kak nasi sop daging 81rb total rp81rb ya,nasi sop daging,sekotak,81000,3
pesen mie seblak hot jeletot nya 19 dong mbak [SEP] pesanan masuk: mie seblak hot jeletot x 736rb = 736 ribu,mie seblak hot jeletot,19,736000,2
mau pesen buat seporsi nasi kotak dendeng brekele makan sini ya gan [SEP] siap nasi kotak dendeng brekele 954 ribu totalnya rp954rb kak,nasi kotak dendeng brekele,seporsi,954000,2
"sis soto betawi gak pake bawang seplastik langsung ya [SEP] baik, rp78rb ya kak rinciannya soto betawi harganya rp78rb",soto betawi,seplastik,78000,1
ayam pop pedes sedang yang 86rb pesen 5 yah [SEP] siap ayam pop 86rb totalnya 86k kak,ayam pop,5,86000,3
mau pesen buat 3 nasi goreng spesial anter sekarang dong mbak [SEP] baik kak nasi goreng spesial rp96rb satuan totalnya rp 96.000,nasi goreng spesial,3,96000,1
bikinin udang penyet satu buat acara keluarga gercep ya [SEP] baik kak udang penyet 32k satuan totalnya 32rb,udang penyet,satu,32000,1
mau 20 ayam goreng plus nasi pack budget rp95rb deh [SEP] oke kak ayam goreng plus nasi harganya rp95rb totalnya 95k,ayam goreng plus nasi,20,95000,1
beli rice bowl ayam opor 11.000 an lima mangkuk sekarang ya [SEP] baik kak rice bowl ayam opor 11.000 satuan totalnya 11.000,rice bowl ayam opor,lima mangkuk,11000,1
nitip dua cup mantau chicken oat paket nih [SEP] pesanan masuk: mantau chicken oat x 22rb = 22rb,mantau chicken oat,dua cup,22000,2
tolong siapin lima mangkuk es orange squad tolong buruan kak [SEP] oke es orange squad harga 428k total 428 ribu ya kak,es orange squad,lima mangkuk,428000,2
"joko pesen ice chocolatte cepet ya yang harganya 41 ribu se-thinwall dong mbak [SEP] baik, rp41rb ya kak rinciannya ice chocolatte harganya 41 ribu",ice chocolatte,se-thinwall,41000,1
nasi goreng dendeng lemak sapi paket yang 81 ribu pesen sembilan dong kak [SEP] total tagihan rp 81.000 untuk nasi goreng dendeng lemak sapi harga 81 ribu per item ya,nasi goreng dendeng lemak sapi,sembilan,81000,1
sore nasi putih untuk anak saya delapan dong min [SEP] oke noted,nasi putih,delapan,-1,3
sore order minced chicken basil buat acara keluarga 14 oke ditunggu [SEP] rincian pesanan: minced chicken basil (39000rb) jadi 39000rb ya kak,minced chicken basil,14,39000000,2
"pesan enam bakso aci pentol dua thinwall teh asoygeboy taro ya kak [SEP] baik kak, enam bakso aci pentol (511 ribu) + dua thinwall teh asoygeboy taro (32k) = 543rb ya",bakso aci pentol & teh asoygeboy taro,enam & dua thinwall,-1,4
subuh pesen teh poci leci jangan pedes yang harganya 96.000 16 dong mbak [SEP] oke teh poci leci harga 96.000 total rp96rb ya kak,teh poci leci,16,96000,1
mau rawon jumlahnya segelas [SEP] siap kak rawon 499rb total 499rb ya,rawon,segelas,499000,1
"pak pesen 10 ice hazlenut latte dan 5 empal telor penyet deh [SEP] oke kak ice hazlenut latte 10 dan empal telor penyet 5, totalnya 684rb",ice hazlenut latte & empal telor penyet,10 & 5,-1,4
"pesan tahu goreng pong telor asin 3 , oh iya sekalian mango smoothie 19 ya [SEP] siap kak, tahu goreng pong telor asin 118.000 dan mango smoothie 6000k, jadi total 6118.000 ya",tahu goreng pong telor asin & mango smoothie,3 & 19,-1,4
nasi telur pedas wangi pake kotak yang rp50rb pesen 12 kak [SEP] siap kak nasi telur pedas wangi rp50rb total rp 50.000 ya,nasi telur pedas wangi,12,50000,1
andi bisa pesan 11 es kopi susu mint buat arisan deh [SEP] siap kak es kopi susu mint 35k total 35 ribu ya,es kopi susu mint,11,35000,1
pesan 19 korean garlic soy fried chicken gak pake bawang ya bu [SEP] rincian pesanan: korean garlic soy fried chicken (675 ribu) jadi rp675rb ya kak,korean garlic soy fried chicken,19,675000,2
beli indomie goreng rasa ayam geprek 37000rb an 6 ya pak [SEP] indomie goreng rasa ayam geprek 37000rb ya kak jadi 37000.000,indomie goreng rasa ayam geprek,6,37000000,2
bikin sedus sop duren alpukat pake kotak kok [SEP] siap kak sop duren alpukat rp 704.000 total 704 ribu ya,sop duren alpukat,sedus,704000,2
ani masih ada cireng sambal rujak? kalau ada mau tiga piring titipan bos donggg [SEP] oke cireng sambal rujak harga 65rb total 65.000 ya kak,cireng sambal rujak,tiga piring,65000,2
bikin se-pack es campur rumput laut esnya dikit aja loh [SEP] pesanan masuk: es campur rumput laut x 229k = rp 229.000,es campur rumput laut,se-pack,229000,1
pesen teh anggur nya 17 deh kak [SEP] teh anggur rp 19000.000 ya kak jadi 19000k,teh anggur,17,19000000,1
bikin 5 penyetan tahu tempe nasi buat kantor donggg [SEP] siap penyetan tahu tempe nasi 62.000 totalnya 62k kak,penyetan tahu tempe nasi,5,62000,3
"bl 12 nasi goreng ayam tusuk gak pake bawang ajaa [SEP] baik, 26rb ya kak rinciannya nasi goreng ayam tusuk harganya 26rb",nasi goreng ayam tusuk,12,26000,3
mau pesen buat 10 nasi seafood capcay jangan lama ya makasih [SEP] noted kak nasi seafood capcay 614k totalnya 614rb,nasi seafood capcay,10,614000,1
"bapak delapan rice bowl ayam opor setengah porsi jangan lama [SEP] siap, segera diproses",rice bowl ayam opor,delapan,-1,1
"bungkusin 10 jus semangka jumbo setengah porsi donggg [SEP] baik, 11.000 ya kak rinciannya jus semangka jumbo harganya 11rb",jus semangka jumbo,10,11000,1
tolong siapin 25 hot red velvet latte esnya dikit aja sekarang ya [SEP] oke hot red velvet latte harga 9000 ribu total 9000 ribu ya kak,hot red velvet latte,25,9000000,2
"beli soto pemalang masakan 56.000 an se-thinwall cepet ya [SEP] halo kak, pesanan soto pemalang masakan seharga 56.000 sudah kami proses, total bayar 56rb",soto pemalang masakan,se-thinwall,56000,1
omurice chicken katsu 6 ya bro [SEP] rincian pesanan: omurice chicken katsu (16rb) jadi 16k ya kak,omurice chicken katsu,6,16000,2
bikin 18 ayam goreng buat kantor thx ya [SEP] oke kak ayam goreng harganya rp9rb totalnya 9k,ayam goreng,18,9000,1
ani 19 nasi goreng full toping level 5 deh bang [SEP] siap nasi goreng full toping rp 952.000 totalnya 952rb kak,nasi goreng full toping,19,952000,1
"p order soes buah level 10 7 suwun [SEP] oke, mohon ditunggu sebentar ya",soes buah,7,-1,2
mau 1 extra kulit ayam krispy setengah porsi budget 78k yaaa [SEP] rincian pesanan: extra kulit ayam krispy (78k) jadi 78.000 ya kak,extra kulit ayam krispy,1,78000,2
"es lengkeng langsung proses ya dua cup, endog fried chicken porsi gede dong mbak [SEP] noted kak es lengkeng dua cup 99k sama endog fried chicken porsi gede rp 274.000, total 373rb",es lengkeng & endog fried chicken,dua cup & porsi gede,-1,4
pesen crispy chicken with sambal hainan nya 18 kak [SEP] oke crispy chicken with sambal hainan harga rp 49.000 ttl 49rb ya kak,crispy chicken with sambal hainan,18,49000,3
cuy pesen nasi campur titipan bos yang harganya 95.000 9 loh [SEP] oke nasi campur harga 95.000 total 95k ya kak,nasi campur,9,95000,2
"ayam penyet jumbo nasi 25 vanilla latte chesee bubble drink sebungkus [SEP] baik kak, 25 ayam penyet jumbo nasi (rp13rb) + sebungkus vanilla latte chesee bubble drink (281k) = rp 294.000 ya",ayam penyet jumbo nasi & vanilla latte chesee bubble drink,25 & sebungkus,-1,4
budi kopi gayo gula aren 2 cepet ya [SEP] siap kak,kopi gayo gula aren,2,-1,2
subuh mau pesen 17 coffe latte h buat acara keluarga deh [SEP] noted kak coffe latte h rp709rb totalnya 709 ribu,coffe latte h,17,709000,1
bakso mangkok anget aja tiga cup aja dong bang [SEP] noted kak bakso mangkok 56k totalnya 56rb,bakso mangkok,tiga cup,56000,1
minta se-thinwall ice hazlenut latte buat buka puasa deh bang,ice hazlenut latte,se-thinwall,-1,1
"bos nasi kebuli 25 sama es nutri sarijeruk nipis 16 yah [SEP] oke kak nasi kebuli 25 dan es nutri sarijeruk nipis 16, totalnya 48038 ribu",nasi kebuli & es nutri sarijeruk nipis,25 & 16,-1,4
24 sop ayam kampung untuk anak saya ya bang [SEP] oke kak sop ayam kampung harganya 41 ribu totalnya 41 ribu,sop ayam kampung,24,41000,1
hallo pagi masih ada es nutrisari anggur? kalau ada mau 10 pake qris dong min [SEP] siap es nutrisari anggur rp 159.000 totalnya 159.000 kak,es nutrisari anggur,10,159000,1
kopi sadis nutella level 5 yang 41.000 pesen 10 ya min [SEP] total tagihan 41 ribu untuk kopi sadis nutella harga 41.000 per item ya,kopi sadis nutella,10,41000,1
dewi masih ada martabak kacang? kalau ad mau 19 ya mas [SEP] oc martabak kacang harga 44000 rb total rp44000rb ya kak,martabak kacang,19,44000000,3
"nasi uduk lima nasi ikan tuna sambal matah 25 [SEP] siap kak, nasi uduk 15000.000 dan nasi ikan tuna sambal matah 46 ribu, jadi total 15046 ribu ya",nasi uduk & nasi ikan tuna sambal matah,lima & 25,-1,4
p lima kotak indomie goreng rasa ayam geprek jangan lama ya dong mbak [SEP] pesanan masuk: indomie goreng rasa ayam geprek x 34k = 34 ribu,indomie goreng rasa ayam geprek,lima kotak,34000,1
"aku pesen 16 sop ayam kriuk sekalian nasi bebek mumer 18 ya [SEP] pesanan: sop ayam kriuk rp 58.000, nasi bebek mumer 599k. Total bayar = rp 657.000",sop ayam kriuk & nasi bebek mumer,16 & 18,-1,4
mau nasi limpa jumlahnya 24 ya mas [SEP] noted kak nasi limpa rp 180.000 totalnya rp 180.000,nasi limpa,24,180000,2
pagi mau pesen tujuh wedang ronde bumbu pisah ya bu [SEP] total tagihan 94k untuk wedang ronde harga rp94rb per item ya,wedang ronde,tujuh,94000,2
jus semangka pack yang 86 ribu pesen setengah ajaa [SEP] siap jus semangka 86 ribu totalnya 86.000 kak,jus semangka,setengah,86000,1
"hallo sore mau 4 belut goreng telur asin sama 22 bakso jumbo dong kak [SEP] noted kak belut goreng telur asin 4 982k sama bakso jumbo 22 65rb, total rp1047rb",belut goreng telur asin & bakso jumbo,4 & 22,-1,4
"aku pesen 2 nasi ayam penyet sekalian chicken snack wrap 25 ya [SEP] noted kak nasi ayam penyet 2 26rb sama chicken snack wrap 25 rp19rb, total 45.000",nasi ayam penyet & chicken snack wrap,2 & 25,-1,4
mbak masih ada es lengkeng? kalau ada mau sepiring untuk anak saya ditunggu [SEP] oke es lengkeng harga 95k total rp 95.000 ya kak,es lengkeng,sepiring,95000,1
buatin nasi goreng spesial pindo langsung proses ya lima pack yaaa [SEP] oke nasi goreng spesial pindo harga rp36rb total 36.000 ya kak,nasi goreng spesial pindo,lima pack,36000,2
"nitip 11 mie goreng seafood porsi gede thanks [SEP] halo kak, pesanan mie goreng seafood seharga rp56rb sudah kami proses, total bayar 56k",mie goreng seafood,11,56000,1
"aku pesen 25 ayam penyet pkt santap sekalian sop ayam kampung 21 ya [SEP] pesanan: ayam penyet pkt santap 94 ribu, sop ayam kampung 21000.000. Total bayar = 21094k",ayam penyet pkt santap & sop ayam kampung,25 & 21,-1,4
"bikin 2 seblak bakso jeletot level setan anget aja nih [SEP] baik, 9000 ribu ya kak rinciannya seblak bakso jeletot level setan harganya 9000k",seblak bakso jeletot level setan,2,9000000,2
"cuy tiga cup jeruk susu + 1 opak mie gb sambal embe bu [SEP] baik kak, tiga cup jeruk susu (412 ribu) + 1 opak mie gb sambal embe (61rb) = rp 473.000 ya",jeruk susu & opak mie gb sambal embe,tiga cup & 1,-1,4
sebungkus nasi belut telor [SEP] oke siap kak,nasi belut telor,sebungkus,-1,3
gan 11 ice hazlenut latte makan sini ya bang [SEP] pesanan masuk: ice hazlenut latte x 23000k = 23000.000,ice hazlenut latte,11,23000000,2
kak mau order 13 mie kuning sosis kuahgoreng ya kak [SEP] ttl tagihan 98rb untuk mie kuning sosis kuahgoreng harga 98 rb per item ya,mie kuning sosis kuahgoreng,13,98000,3
pizza molen chicken untuk anak saya 12 aja thx ya [SEP] oke pizza molen chicken harga rp 7000.000 total rp 7000.000 ya kak,pizza molen chicken,12,7000000,3
bungkusin sembilan pizza beef sausage chicken level dewa pak [SEP] total tagihan 94k untuk pizza beef sausage chicken harga 94k per item ya,pizza beef sausage chicken,sembilan,94000,2
bikinin mie goreng seafood marina 24 setengah porsi ya bang [SEP] mie goreng seafood marina 32.000 ya kak jadi 32k,mie goreng seafood marina,24,32000,1
deni mau pesen lima cup kopi tubruk anter sekarang [SEP] oke kak kopi tubruk harganya 28000.000 totalnya 28000.000,kopi tubruk,lima cup,28000000,1
malam masih ada corndog mozabakso ikan? kalau ada mau tiga botol kak [SEP] rincian pesanan: corndog mozabakso ikan (400rb) jadi 400rb ya kak,corndog mozabakso ikan,tiga botol,400000,3
